XISTOS AIRFOIL COORDINATES
1.000000,0.001053
0.993692,0.002248
0.985223,0.003855
0.975648,0.005683
0.965141,0.007612
0.953944,0.009660
0.942271,0.011734
0.930308,0.013827
0.918255,0.015880
0.906106,0.017900
0.893964,0.019910
0.881871,0.021848
0.869749,0.023732
0.857651,0.025611
0.845483,0.027431
0.833240,0.029235
0.820979,0.030983
0.808628,0.032707
0.796334,0.034401
0.784033,0.036024
0.771691,0.037619
0.759345,0.039163
0.746990,0.040673
0.734622,0.042129
0.722237,0.043561
0.709899,0.044935
0.697502,0.046262
0.685108,0.047568
0.672752,0.048818
0.660387,0.050022
0.648026,0.051178
0.635678,0.052286
0.623327,0.053339
0.610973,0.054346
0.598624,0.055297
0.586248,0.056200
0.573880,0.057061
0.561550,0.057868
0.549225,0.058611
0.536884,0.059303
0.524575,0.059939
0.512251,0.060503
0.499874,0.061027
0.487564,0.061504
0.475261,0.061899
0.462913,0.062246
0.450595,0.062541
0.438300,0.062770
0.425999,0.062933
0.413691,0.063038
0.401392,0.063080
0.389080,0.063058
0.376760,0.062978
0.364448,0.062840
0.352129,0.062636
0.339779,0.062375
0.327434,0.062068
0.315133,0.061705
0.302848,0.061272
0.290546,0.060775
0.278242,0.060224
0.265968,0.059616
0.253727,0.058945
0.241519,0.058204
0.229323,0.057387
0.217115,0.056499
0.204925,0.055556
0.192830,0.054553
0.180831,0.053463
0.168861,0.052278
0.156974,0.051023
0.145262,0.049682
0.133701,0.048221
0.122271,0.046633
0.110983,0.044916
0.099890,0.043087
0.089133,0.041163
0.078815,0.039129
0.069038,0.037007
0.059936,0.034814
0.051608,0.032597
0.044158,0.030430
0.037653,0.028363
0.032035,0.026380
0.027192,0.024503
0.023019,0.022734
0.019420,0.021057
0.016308,0.019419
0.013593,0.017829
0.011212,0.016286
0.009119,0.014788
0.007294,0.013300
0.005698,0.011833
0.004326,0.010361
0.003157,0.008893
0.002215,0.007403
0.001457,0.005918
0.000894,0.004439
0.000450,0.002998
0.000128,0.001597
0.000004,0.000231
0.000043,-0.001119
0.000298,-0.002489
0.000698,-0.003889
0.001286,-0.005296
0.002047,-0.006709
0.002999,-0.008111
0.004134,-0.009508
0.005476,-0.010882
0.007031,-0.012240
0.008822,-0.013576
0.010859,-0.014916
0.013173,-0.016269
0.015804,-0.017649
0.018816,-0.019057
0.022270,-0.020524
0.026264,-0.022041
0.030918,-0.023634
0.036341,-0.025339
0.042636,-0.027136
0.049895,-0.029006
0.058114,-0.030936
0.067178,-0.032868
0.076936,-0.034738
0.087256,-0.036505
0.098039,-0.038159
0.109182,-0.039705
0.120597,-0.041147
0.132187,-0.042492
0.143872,-0.043727
0.155644,-0.044845
0.167542,-0.045857
0.179535,-0.046793
0.191558,-0.047646
0.203590,-0.048407
0.215669,-0.049075
0.227783,-0.049670
0.239895,-0.050183
0.252011,-0.050609
0.264163,-0.050945
0.276377,-0.051212
0.288595,-0.051418
0.300784,-0.051549
0.312991,-0.051601
0.325182,-0.051584
0.337393,-0.051479
0.349633,-0.051318
0.361817,-0.051087
0.374012,-0.050765
0.386252,-0.050376
0.398463,-0.049928
0.410653,-0.049398
0.422875,-0.048790
0.435117,-0.048117
0.447357,-0.047379
0.459599,-0.046573
0.471840,-0.045699
0.484131,-0.044749
0.496470,-0.043751
0.508791,-0.042708
0.521085,-0.041606
0.533437,-0.040428
0.545873,-0.039212
0.558287,-0.037971
0.570693,-0.036683
0.583112,-0.035351
0.595587,-0.033969
0.608113,-0.032569
0.620609,-0.031149
0.633127,-0.029695
0.645672,-0.028229
0.658234,-0.026740
0.670821,-0.025238
0.683400,-0.023729
0.695985,-0.022230
0.708572,-0.020740
0.721116,-0.019267
0.733635,-0.017822
0.746124,-0.016387
0.758499,-0.014997
0.770853,-0.013667
0.783201,-0.012351
0.795515,-0.011091
0.807850,-0.009879
0.820151,-0.008716
0.832444,-0.007611
0.844642,-0.006565
0.856851,-0.005622
0.869113,-0.004715
0.881325,-0.003881
0.893525,-0.003117
0.905735,-0.002420
0.917822,-0.001779
0.929815,-0.001261
0.941756,-0.000808
0.953413,-0.000438
0.964660,-0.000180
0.975330,-0.000025
0.985069,0.000066
0.993609,0.000077
1.000000,0.000036
