XISTOS AIRFOIL COORDINATES
1.000000,0.001053
0.993703,0.002247
0.985170,0.003867
0.975457,0.005714
0.964800,0.007674
0.953523,0.009729
0.941889,0.011790
0.930052,0.013873
0.918060,0.015909
0.905878,0.017943
0.893708,0.019953
0.881542,0.021897
0.869291,0.023811
0.857045,0.025701
0.844843,0.027536
0.832620,0.029322
0.820420,0.031068
0.808243,0.032765
0.796179,0.034425
0.784175,0.035998
0.772177,0.037561
0.760141,0.039061
0.748059,0.040548
0.735915,0.041976
0.723697,0.043392
0.711460,0.044759
0.699167,0.046088
0.686857,0.047381
0.674558,0.048637
0.662286,0.049839
0.649980,0.050993
0.637707,0.052110
0.625428,0.053162
0.613157,0.054178
0.600880,0.055127
0.588589,0.056041
0.576307,0.056896
0.564027,0.057710
0.551780,0.058460
0.539500,0.059157
0.527257,0.059805
0.514996,0.060381
0.502714,0.060918
0.490464,0.061397
0.478241,0.061812
0.465963,0.062159
0.453695,0.062473
0.441464,0.062718
0.429260,0.062904
0.417028,0.063007
0.404752,0.063070
0.392526,0.063075
0.380290,0.063011
0.368058,0.062889
0.355792,0.062700
0.343534,0.062467
0.331270,0.062166
0.319003,0.061823
0.306794,0.061417
0.294558,0.060938
0.282308,0.060413
0.270116,0.059830
0.257919,0.059176
0.245753,0.058471
0.233645,0.057689
0.221509,0.056825
0.209365,0.055903
0.197273,0.054926
0.185301,0.053883
0.173385,0.052738
0.161520,0.051517
0.149793,0.050210
0.138194,0.048793
0.126715,0.047260
0.115387,0.045606
0.104231,0.043822
0.093291,0.041923
0.082746,0.039933
0.072682,0.037821
0.063174,0.035615
0.054392,0.033361
0.046443,0.031110
0.039436,0.028947
0.033389,0.026878
0.028193,0.024905
0.023741,0.023057
0.019929,0.021303
0.016652,0.019619
0.013822,0.017974
0.011354,0.016390
0.009204,0.014845
0.007328,0.013335
0.005706,0.011837
0.004310,0.010350
0.003135,0.008862
0.002182,0.007364
0.001433,0.005868
0.000872,0.004385
0.000429,0.002946
0.000124,0.001545
0.000003,0.000188
0.000056,-0.001158
0.000307,-0.002533
0.000717,-0.003938
0.001314,-0.005354
0.002090,-0.006778
0.003059,-0.008197
0.004226,-0.009608
0.005604,-0.011006
0.007203,-0.012392
0.009068,-0.013744
0.011189,-0.015124
0.013622,-0.016509
0.016401,-0.017944
0.019608,-0.019403
0.023327,-0.020931
0.027664,-0.022526
0.032745,-0.024228
0.038689,-0.026021
0.045607,-0.027917
0.053501,-0.029875
0.062321,-0.031856
0.071869,-0.033801
0.081994,-0.035630
0.092624,-0.037349
0.103629,-0.038954
0.114913,-0.040452
0.126393,-0.041837
0.138017,-0.043124
0.149703,-0.044300
0.161473,-0.045356
0.173369,-0.046318
0.185357,-0.047207
0.197345,-0.048023
0.209326,-0.048739
0.221350,-0.049368
0.233403,-0.049916
0.245465,-0.050389
0.257532,-0.050772
0.269645,-0.051076
0.281794,-0.051312
0.293940,-0.051483
0.306075,-0.051578
0.318209,-0.051601
0.330343,-0.051544
0.342510,-0.051418
0.354658,-0.051229
0.366789,-0.050961
0.378939,-0.050617
0.391103,-0.050207
0.403240,-0.049733
0.415360,-0.049177
0.427515,-0.048545
0.439678,-0.047849
0.451859,-0.047082
0.464042,-0.046256
0.476240,-0.045353
0.488512,-0.044396
0.500753,-0.043401
0.512975,-0.042339
0.525223,-0.041218
0.537526,-0.040039
0.549836,-0.038831
0.562142,-0.037567
0.574491,-0.036278
0.586817,-0.034948
0.599207,-0.033572
0.611614,-0.032180
0.624030,-0.030751
0.636507,-0.029301
0.648950,-0.027846
0.661372,-0.026362
0.673845,-0.024876
0.686330,-0.023386
0.698781,-0.021898
0.711214,-0.020430
0.723616,-0.018972
0.735963,-0.017549
0.748268,-0.016153
0.760420,-0.014786
0.772481,-0.013495
0.784525,-0.012203
0.796655,-0.010976
0.808882,-0.009774
0.821063,-0.008628
0.833248,-0.007538
0.845324,-0.006512
0.857378,-0.005586
0.869449,-0.004683
0.881518,-0.003865
0.893644,-0.003111
0.905782,-0.002417
0.917808,-0.001784
0.929767,-0.001267
0.941673,-0.000813
0.953330,-0.000447
0.964611,-0.000181
0.975294,-0.000017
0.985065,0.000065
0.993629,0.000077
1.000000,0.000036
