XISTOS AIRFOIL COORDINATES
1.000000,0.004171
0.993917,0.005185
0.985569,0.006569
0.975917,0.008118
0.965270,0.009823
0.953960,0.011581
0.942259,0.013374
0.930433,0.015145
0.918496,0.016887
0.906497,0.018608
0.894509,0.020297
0.882542,0.021935
0.870518,0.023533
0.858481,0.025110
0.846476,0.026641
0.834439,0.028143
0.822483,0.029618
0.810511,0.031025
0.798463,0.032418
0.786448,0.033771
0.774404,0.035079
0.762322,0.036358
0.750240,0.037609
0.738176,0.038822
0.726113,0.039994
0.714032,0.041129
0.701945,0.042232
0.689879,0.043297
0.677788,0.044320
0.665700,0.045314
0.653608,0.046263
0.641489,0.047186
0.629404,0.048073
0.617318,0.048917
0.605229,0.049723
0.593120,0.050490
0.581027,0.051228
0.568950,0.051915
0.556830,0.052567
0.544716,0.053189
0.532628,0.053769
0.520512,0.054307
0.508416,0.054815
0.496315,0.055274
0.484232,0.055703
0.472150,0.056073
0.460008,0.056418
0.447929,0.056726
0.435828,0.056982
0.423737,0.057211
0.411671,0.057382
0.399563,0.057517
0.387480,0.057612
0.375386,0.057662
0.363308,0.057675
0.351242,0.057636
0.339154,0.057554
0.327058,0.057432
0.314984,0.057273
0.302917,0.057063
0.290855,0.056815
0.278840,0.056516
0.266810,0.056163
0.254802,0.055776
0.242938,0.055338
0.231117,0.054803
0.219292,0.054201
0.207502,0.053517
0.195740,0.052761
0.184022,0.051917
0.172334,0.050992
0.160710,0.049977
0.149149,0.048868
0.137643,0.047654
0.126220,0.046348
0.114967,0.044937
0.103833,0.043394
0.092895,0.041748
0.082265,0.039984
0.072049,0.038125
0.062441,0.036191
0.053638,0.034227
0.045818,0.032240
0.038943,0.030197
0.032951,0.028128
0.027767,0.026033
0.023287,0.023937
0.019429,0.021867
0.016107,0.019845
0.013254,0.017884
0.010818,0.015961
0.008724,0.014094
0.006920,0.012301
0.005382,0.010565
0.004066,0.008896
0.002951,0.007288
0.002024,0.005732
0.001274,0.004224
0.000704,0.002756
0.000294,0.001333
0.000059,-0.000047
-0.000004,-0.001373
0.000111,-0.002692
0.000440,-0.004034
0.001015,-0.005355
0.001870,-0.006610
0.002956,-0.007805
0.004248,-0.008960
0.005754,-0.010070
0.007513,-0.011110
0.009538,-0.012115
0.011877,-0.013090
0.014598,-0.014076
0.017778,-0.015143
0.021556,-0.016288
0.026119,-0.017575
0.031678,-0.019067
0.038428,-0.020818
0.046354,-0.022797
0.055261,-0.024879
0.064841,-0.026938
0.074924,-0.028869
0.085438,-0.030682
0.096261,-0.032370
0.107311,-0.033941
0.118524,-0.035389
0.129865,-0.036727
0.141300,-0.037955
0.152792,-0.039075
0.164382,-0.040089
0.176023,-0.041022
0.187693,-0.041851
0.199454,-0.042601
0.211224,-0.043278
0.223015,-0.043866
0.234868,-0.044381
0.246740,-0.044828
0.258663,-0.045206
0.270590,-0.045535
0.282483,-0.045786
0.294463,-0.045969
0.306437,-0.046110
0.318427,-0.046180
0.330457,-0.046213
0.342416,-0.046189
0.354426,-0.046094
0.366456,-0.045963
0.378442,-0.045775
0.390454,-0.045530
0.402440,-0.045237
0.414434,-0.044878
0.426454,-0.044475
0.438421,-0.044023
0.450391,-0.043504
0.462362,-0.042934
0.474315,-0.042304
0.486269,-0.041618
0.498211,-0.040873
0.510137,-0.040071
0.522055,-0.039204
0.533971,-0.038276
0.545898,-0.037285
0.557831,-0.036239
0.569758,-0.035132
0.581706,-0.033966
0.593669,-0.032748
0.605633,-0.031479
0.617613,-0.030154
0.629649,-0.028778
0.641697,-0.027371
0.653759,-0.025922
0.665850,-0.024455
0.677876,-0.022996
0.689895,-0.021499
0.701976,-0.020005
0.714092,-0.018528
0.726204,-0.017054
0.738256,-0.015614
0.750303,-0.014217
0.762311,-0.012852
0.774243,-0.011551
0.786186,-0.010311
0.798122,-0.009119
0.810012,-0.007990
0.821885,-0.006933
0.833790,-0.005941
0.845683,-0.005005
0.857591,-0.004140
0.869478,-0.003330
0.881389,-0.002602
0.893342,-0.001920
0.905302,-0.001302
0.917274,-0.000730
0.929231,-0.000219
0.941154,0.000247
0.952937,0.000658
0.964442,0.001016
0.975377,0.001320
0.985297,0.001572
0.993828,0.001763
1.000000,0.001889
